school_id,billing_address,billing_address2,billing_city,billing_state,billing_zip
4867,PO Box 1359,,Angels Camp,CA,95222
4868,,,,,
4869,,,,,
4870,,,,,
4871,384 West Main St.,,Freehold,NJ,17723-3119
4872,14283nwharbor ln,portland,portland,OR,97229
4873,,,,,
4874,6000 University Drive,,Parkland,FL,33067
4876,14131 Seneca Rd.,,Darnestown,MD,20874
4877,,,,,
4878,14131 SEneca Road,,Darnestown,MD,20894
4879,,,,,
4880,1111 Delaware Ave.,,Marysville,MI,48040
4881,1050 Maryvale Dr.,,Cheektowaga,NY,14225
4882,2125 Poplar St,,Georgetown,SC,29440
4883,,,,,
4884,,,,,
4885,592 Arlington Ave West,,St. Paul,MN,55117
4886,716 Askin St.,,Maumee,OH,43537
4887,5200 S. 75th St.,,Lincoln,NE,68516
4888,PO BOX 82889,,LINCOLN,NE,68501-2889
4889,,,,,
4890,930 S. Pearl Ave.,4921,Joplin,MO,MO
4891,,,,,
4892,,,,,
4893,,,,,
4894,,,,,
4895,,,,,
4896,970 Highland Ave.,,Abington,PA,19001
4897,,,,,
4898,,,,,
4899,6536 Beechmont Ave.,4564,Cincinnati,OH,
4900,,,,,
4901,PO Box 2429,,Great Falls,MT,59403-2429
4902,PO Box 19432,,Houston,TX,77224-9432
4903,100 East Florida Avenue,,Melbourne,FL,32901
4904,100 E. Florida Avenue,,Melbourne,FL,32901
4905,300 W. Stewart St.,,Washington,NJ,7882
4906,,,,,
4907,,,,,
4908,,,,,
4909,same,,,,
4910,7200 Pinehurst Ln. Bldg. B,,Huntington Beach,CA,92647
4911,9000 Tudor Lane,,Manassas,VA,20110
4912,87 Fletcher St.,,Kennebunk,ME,04043-6866
4913,,,,,
4914,101 Hendrickson Ave.,,Brick,NJ,08724-2599
4915,,,,,
4916,,,,,
4917,178 Maple St. PO Box 285,,Mifflinburg,PA,17844
4918,,,,,
4919,200 Western Blvd. PO Box 605,,Lanoka Harbor,NJ,08734-0605
4920,11775 Hewitt Rd.,,Brooklyn,MI,49230
4921,,,,,
4922,,,,,
4923,10301 Vista Dr.,,Cupertino,CA,95014
4924,20882 Big Canyon Rd.,,Middletown,CA,95461
4925,,,,,
4926,220 Cherry St.,,Mocksville,NC,27028
4927,PO Box 1259,,Hamlet,NC,28345
4928,,,,,
4929,,,,,
4930,,,,,
4931,,,,,
4932,17235 7th Street,,Montverde,FL,34756
4933,8353 University Blvd.,,Moon Township,PA,15108-2597
4934,,,,,
4935,,,,,
4936,,,,,
4937,3371 Hamilton-Cleves Rd.,,Hamilton,OH,45013
4938,,,,,
4939,200 Center Street PO Box 2000,,Moriarty,NM,87036
4940,,,,,
4941,5606 South 147th Street,,Omaha,NE,68137
4942,920 W Ivy Ave,,Moses Lake,WA,98837
4943,,,,,
4944,,,,,
4945,,,,,
4946,701 Ft. Washington Ave.,New York,New York,NY,1004
4947,,,,,
4948,,,,,
4949,,,,,
4950,,,,,
4951,,,,,
4952,,,,,
4953,7027 Milne Blvd,,New Orleans,LA,70124
4954,4403 Frederick Rd.,,Baltimore,MD,21229
4955,1645 Highway 22,,Watchung,NJ,7069
4956,3224 Kavanaugh Blvd,,Little Rock,AR,72205
4957,,,,,
4958,,,,,
4959,PO Box 769  110 Academy St.,,Canton,GA,30114
4960,600 Rutherford Rd.,,Harrisburg,PA,17109-5227
4961,,,,,
4962,PO Box 2429,,Great Falls,MT,59403-2429
4963,,,,,
4964,26 New York Ave.,,Smithtown,NY,11787
4965,,,,,
4966,3999 Bridge View Dr.,,North Charleston,SC,29405
4967,,,,,
4968,3373 Pruden Blvd,,Suffolk,VA,23434
4969,1745 Main St.,,Jefferson,MA,1522
4970,,,,,
4971,462 Baldwinville Rd.,,Baldwinville,MA,1436
4972,401 East Hancock St.,,Lansdale,PA,19446
4973,,,,,
4974,,,,,
4975,,,,,
4976,,,,,
4977,,,,,
4978,,,,,
4979,1001 Lake Ave.,,Rochester,NY,14613
4980,301 Mitchell Rd.,,New Castle,PA,16105
4981,,,,,
4982,,,,,
4983,,,,,
4984,,,,,
4985,2445 19th St SW,,Mason City,IA,50401
4986,,,,,
4987,201 Lindenwood,,Laredo,TX,78045
4988,,,,,
4989,205 North St.,,Nixa,MO,65714-9434
4990,,,,,
4991,205 North St.,,Nixa,MO,65714
4992,,,,,
4993,4501 Bridge Street,,Fort Worth,TX,76103
4994,,,,,
4995,,,,,
4996,,,,,
4997,,,,,
4998,,,,,
4999,,,,,
5000,300 Berry Rd.,,Bonne Terre,MO,63628
5001,200 Glass Avenue PO Box 609,,Hopkinsville,KY,42241-0609
5002,,,,,
5003,,,,,
5004,N84 W16579 Menomonee Ave.,,Menomonee Falls,WI,53051
5005,1854 East Broadway,,Alton,IL,62002-9028
5006,,,,,
5007,,,,,
5008,,,,,
5009,,,,,
5010,11855 Northpointe Blvd.,Tomball,Tomball,TX,77377
5011,PO Box 70,,Linden,IN,47955
5012,333 Jeremiah Blvd.,,Charlotte,NC,28262
5013,,,,,
5014,PO Box 52,,Parsippany,NJ,7054
5015,5805 Highway 25,,Flowood,MS,39232
5016,,,,,
5017,,,,,
5018,,,,,
5019,,,,,
5020,1699 Hilton Drive,,Park Hills,KY,41011
5021,,,,,
5022,,,,,
5023,,,,,
5024,,,,,
5025,Business Manager,4961,455 Palma Drive,Salinas,CA
5026,,,,,
5028,,,,,
5029,,,,,
5030,1000 Moore Road,,Michigan City,IN,46360
5031,,,,,
5032,P.O. Box 6577,,Saginaw,,48608-6577
5033,,,,,
5034,,,,,
5035,1700 O'Plaine Rd.,,Green Oaks,IL,60048-1599
5036,,,,,
5037,1000 44th Ave N Suite 100,,St. Cloud,MN,56303
5038,1000 44th Ave N,,St. Cloud,MN,56303
5039,1000 44th Ave. North Suite 100,2600 County Road 136,St. Cloud,MN,56303
5040,44 Blackburn Road,,Summit,NJ,7901
5041,,,,,
5042,2795 Yard Street,,Oroville,Ca,95966
5043,,,,,
5044,,,,,
5045,,,,,
5046,1745 W.Grand,,Haysville,KS,67060-1234
5047,225 Ninth St.,,Del Mar,CA,92014-2716
5048,,,,,
5049,50 Sheffield St,,Old Saybrook,CT,6475
5050,,,,,
5051,,,,,
5052,,,,,
5053,1 Beverly Road,,Summit,NJ,7901
5054,1 Beverly Road,,Summit,NJ,7901
5055,1 Beverly Road,,Summit,NJ,7901
5056,1 Beverly Rd.,,Summit,NJ,7901
5057,,,,,
5058,PO Box 46 685 Old Crystal Bay Rd. N,,Long Lake,MN,55356-0046
5059,101 Hendrickson Ave.,,Brick,NJ,08724-2599
5060,PO Box 284,,Waterford,CT,6385
5061,,,,,
5062,,788,,,
5063,,,,,
5064,,,,,
5065,,,,,
5066,,,,,
5067,,,,,
5068,,,,,
5069,,,,,
5070,105 N La Experanza,,San Clemente,CA,92672
5071,105 N La Experanza,,San Clemente,CA,92672
5072,105 N La Experanza,,San Clemente,CA,92672
5073,,,,,
5074,,,,,
5075,,,,,
5076,,,,,
5077,18310 Middletown Road,,PARKTON,MD,21120
5078,,,,,
5079,,,,,
5080,,,,,
5081,102 Cypress Lakes Dr.,,Slidell,LA,70458
5082,,,,,
5083,10114 Hwy. 6,,Hitchcock,TX,77563
5084,2256 S. Logan St.,,Denver,CO,80210
5085,,,,,
5086,,,,,
5087,815 Convent Road,,Syosset,NY,11791
5088,,,,,
5089,,,,,
5090,,,,,
5091,,,,,
5092,1001 39th Street NW,,Canton,OH,44709
5093,23225 Lyons Ave.,,Santa Clarita,CA,91321
5094,2255 Central Grove,,Toledo,OH,43614
5095,23225 Lyons Ave.,,Santa Clarita,CA,91321
5096,,,,,
5097,,,,,
5098,,,,,
5099,8151 Poplar Avenue,,Germantown,TN,38138
5100,8151 Poplar Avenue,Germantown,Germantown,TN,38138
5101,,,,,
5102,,,,,
5103,,,,,
5104,,,,,
5105,,,,,
5106,2411 Commerce Blvd,,Mound,MN,55364
5107,,,,,
5108,,,,,
5109,,,,,
5110,,,,,
5111,5137 Willow Way,,Birmingham,AL,35242
5112,5510 Double Oak Lane,,Birmingham,AL,35242
5113,,,,,
5114,132 Orchard,,Northville,MI,48167
5115,132 Orchard,,Northville,MI,48167
5116,,,,,
5117,,,,,
5118,,,,,
5119,,,,,
5120,,,,,
5121,,,,,
5122,970 Highland Ave.,,Abington,PA,19001
5123,1825 West Park Road,,Salisbury,NC,28144
5124,,,,,
5125,,,,,
5126,,,,,
5127,,,,,
5128,,,,,
5129,,,,,
5130,13626 Twin Peaks Rd.,,Poway,CA,92064-3098
5131,,,,,
5132,101 Pirate Lane,,Melbourne,FL,32901
5133,450 Sixth St.,,Yuma,AZ,85364-2973
5134,,,,,
5135,,,,,
5136,12033 SE 256th St.,,Kent,WA,98030-6643
5137,202 East Wea Street PO Box 268,,Paola,KS,66071
5138,,,,,
5139,,,,,
5140,455 North Woods Mill Rd.,,Chesterfield,MO,63017
5141,19370 Vreeland Rd.,,Woodhaven,MI,48183
5142,107 East Street Box 490,,Prairie City,IA,50228
5143,,,,,
5144,63 Farm Hill,Orange,Orange,CT,6477
5145,,,,,
5146,30 Church St.,,Pennsville,NJ,8070
5147,Math Department,3043 W. Scott Street,Pensacola,FL,32505
5148,,,,,
5149,48 Dunns Mill Rd.,,Bordentown,NJ,8505
5150,,,,,
5151,,,,,
5152,,,,,
5153,,,,,
5154,,,,,
5155,,,,,
5156,955 Peachtree Pkwy,,Cumming,GA,30041
5157,,,,,
5158,,,,,
5159,495 Hoffman Lane,,Hauppauge,NY,11788
5160,2072 Curry Rd.,,Rotterdam,NY,12303
5161,8135 Majors Road,,Cumming,GA,30041
5162,,,,,
5163,PO Box 40 310 18th St.,,Joshua,TX,76058
5164,740 Unionville Rd.,,Kennet Square,PA,19348
5165,,,,,
5166,111 East North St.,,Eureka,MO,63025-1229
5167,1079 Wadhington Blvd.,,Robbinsville,NJ,08690-3119
5168,120 High School Rd.,,Hyannis,MA,2601
5169,,,,,
5170,5301 Ross Rd. Suite 118,,Del Valle,TX,78617
5171,,,,,
5172,2909 Delaware Ave.,,Fort Pierce,FL,34947-7299
5173,,,,,
5174,74 Oakwood Dr.,,Brooksville,FL,34601
5175,PO Box 496 312 North Center,,Forrest,IL,61741
5176,,,,,
5177,,,,,
5178,,,,,
5179,,,,,
5180,,,,,
5181,,,,,
5182,,,,,
5183,,,,,
5184,Providence High School,511.South Buena Vista,Burbank,CA,91505
5185,,,,,
5186,,,,,
5187,,,,,
5188,,,,,
5189,4409 Sano St.,,alexandria,VA,22312
5190,,,,,
5191,,,,,
5192,,,,,
5193,,,,,
5194,,,,,
5195,,,,,
5196,,,,,
5197,,,,,
5198,26 Thatcher St. PO Box 97,,Selkirk,NY,12158-0097
5199,,,,,
5200,,,,,
5201,1005 Drake Avenue,,Huntsville,AL,35802
5202,,,,,
5203,,,,,
5204,,,,,
5205,HC 61 Box 40,,Teec Nos Pos,AZ,86514-9701
5206,,,,,
5207,,,,,
5208,,,,,
5209,,,,,
5210,,,,,
5211,6300 S. Lewiston Way,,Aurora,CO,80016
5212,,,,,
5213,11 Mill Rd. PO Box 900,,Remsenburg,NY,11960-0900
5214,,,,,
5215,,,,,
5216,,,,,
5217,7244 E. Main Street,,Reynoldsburg,OH,43068
5218,930 West Acres Rd.,,West Sacramento,CA,95691
5219,304 Mill Street,4063,Woodsfield,OH,
5220,,,,,
5221,,,,,
5222,7400 Parkside Drive,,Parkland,FL,33067
5223,N84 W16579 Menomonee Ave.,,Menomonee Falls,WI,53051
5224,,,,,
5225,PO Box 100,,Crawfordsville,FL,32326-0100
5226,,,,,
5227,536 Hamilton St.,,Roanoke Rapids,NC,27870-9990
5228,536 Hamilton St.,,Roanoke Rapids,NC,27870-9990
5229,,,,,
5230,,,,,
5231,,,,,
5232,1972 Big Springs Dr.,,Lexington,VA,24450
5233,,,,,
5234,,,,,
5235,,,,,
5236,3300 Prague Road,,Indianapolis,IN,46227
5239,PO Box 9,,Accord,NY,12404
5240,201 E. 38th St.,,Sioux Falls,SD,57105
5241,400 Executive Blvd.,,Ossining,NY,10562
5242,410 Bogert Rd.,,River Edge,NJ,7661
5243,,,,,
5244,Rosebud Elementary,4151 Rosebud Road,Loganville,GA,30052
5245,Rosebud Elementary,4151 Rosebud Road,Loganville,GA,30052
5246,970 Highland Ave.,,Abington,PA,19001
5247,130 Beattie Ave.,,Lockport,NY,14094-5099
5248,,,,,
5249,,,,,
5250,7698 Main St. PO Box 67,,West Rushville,OH,43163-0067
5251,,,Barnegat,NJ,08005-2497
5252,1875 S. Greeley St.,,Stillwater,MN,55082
5253,970 Highland Ave.,,Abington,PA,19001
5254,,,,,
5255,,,,,
5256,,,,,
5257,22513 Garrison,,Dearborn,MI,48124
5258,,,,,
5259,,,,,
5260,431 S Ivy,,Medford,OR,97501
5261,,,,,
5262,Sacred Heart Academy,47 Cathedral Avenue,Hempstead,NY,11550
5263,1020 12th Ave SW,,Moose Jaw,SK,S6H 5X8
5264,329 Bishops Hwy,,Kingston,MA,2364
5265,,,,,
5266,234 E. Cloud,,Salina,KS,67401
5267,,,,,
5268,399 Bishops Hwy,,Kingston,MA,2364
5269,,,,,
5270,,,,,
5271,,,,,
5272,,,,,
5273,1603 North 12th Ave.,4622,Pensacola,Fl,FL
5274,250 S. Davis Drive,,Warner Robins,GA,31088
5275,,,,,
5276,,,,,
5277,Saddle River Day School,147 Chestnut Ridge Road,Saddle River,NJ,7458
5278,10090 Old Perry Hwy.,,Wexford,PA,15090
5279,529 Chalan San Antonio,,Tamuning,GU,96913
5280,,,,,
5281,123 East Eleventh St.,,Traverse City,MI,49684
5282,,,,,
5283,4009 Manchester Rd,,Akron,OH,44319
5284,2929 West Waikiki Rd.,,Spokane,WA,9901999208
5285,,,,,
5286,Saint John's Preparatory School,2280 Watertower Road,Collegeville,MN,56321
5287,431 Stow Avenue,,Cuyahoga Falls,OH,142756
5288,,,,,
5289,325 Mansion Street,,Mauston,WI,53948
5290,,,,,
5291,1601 N. Tennessee Blvd,,Murfreesboro,TN,37130
5292,,,,,
5293,,,,,
5294,,,,,
5295,201 East Franklin,,Naperville,IL,60540
5296,201 East Franklin,,Naperville,IL,60540
5297,201 East Franklin,,Naperville,IL,60540
5298,SSPP Math Club,201 E. Franklin,Naperville,IL,60532
5299,,4125,,,
5300,,,,,
5301,,,,,
5302,,,,,
5303,404 North Wise Rd.,,Saluda,SC,29138
5304,101 North Texas Ave.,,Bryan,TX,77803
5305,1406 N. Fresno St,,Fresno,CA,93703
5306,,,,,
5307,800 Herndon Ln.,,Austin,TX,78704
5308,7705 Georgia Avenue,20012,San Miguel School,,NW
5309,,,,,
5310,,,,,
5311,,,,,
5312,5000 Nowland Avenue,,Indianapolis,IN,46201
5313,224 Kershaw Street NE,,Aiken,SC,29801
5314,,,,,
5315,,,,,
5316,,,,,
5317,3601 N. Milwaukee Av.,,Chicago,IL,60641
5318,292 Lakeshore Dr.,,Leesport,PA,19533-8631
5319,,,,,
5320,,,,,
5321,3514 Kenilworth Blvd.,,Sebring,FL,33870
5322,20 Centre Avenue PO Box 1496,,Secaucus,NJ,7096
5323,PO Box 1031,,Seminole,OK,74868
5324,,,,,
5325,23652 Antonio Pkwy,,Rancho Santa Margarita,CA,92688
5326,,,,,
5327,,,,,
5328,,,,,
5329,,,,,
5330,,,,,
5331,220 Cherry St.,,Mocksville,NC,27028
5332,N84 W 16579 Menomonee Ave.,,Menomonee Falls,WI,53051
5333,,,,,
5334,,,,,
5335,6726 Ridge Rd.,,Parma,OH,44129
5336,8145 Majors Road,,Cummming,GA,30041
5337,8145 Majors Road,,Cumming,GA,30041
5338,18560 1st Ave. NE,,Shoreline,WA,98155
5339,,,,,
5340,,,,,
5341,330 Pisgah Pike,,Versailles,KY,40383-9214
5342,,,,,
5343,309 North Rios Ave.,,Solana Beach,CA,92075
5344,200 North Broadway,,Sleepy Hollow,NY,10591
5345,7301 N. 58th St.,,Glendale,AZ,85301
5346,,,,,
5347,400 West 4th Street,,Sedalia,MO,65301
5348,,,,,
5349,,,,,
5350,,,,,
5351,,,,,
5352,608 Townley Dr.,,Everman,TX,76140
5353,866 East Broadway,,South Boston,MA,2127
5354,,,,,
5355,1108 Cleveland Ave.,,Glasgow,KY,42142-1239
5356,300 El Cerrito Ave,,Hillsborough,CA,94010-6818
5357,PO Box 10,,Adams,NY,13605
5358,,,,,
5359,,,,,
5360,,,,,
5361,398 B St,,South San Francisco,CA,94080
5362,,,,,
5363,145 Park St. Suite 3,,DeFuniak Springs,FL,32435
5364,,,,,
5365,,,,,
5366,,,,,
5367,13083 Buck Valley Rd.,,Warfordsburg,PA,17267
5368,,,,,
5369,,,,,
5370,451 Eldron Blvd. SE,,Palm Bay,FL,32909
5371,48 Zion Hill Rd.,,Northfield,NH,13276
5372,4700 Jaguar Drive,,Hoover,AL,35242
5373,4700 Jaguar Drive,,Hoover,AL,35242
5374,1701 Skylyn Drive,,Spartanburg,SC,29307
5375,,,,,
5376,425 North Spoede Road,,St. Louis,MO,63141
5377,,,,,
5378,9703 Conway Rd.,,St. Louis,MO,63124
5379,,,,,
5380,3215 Cuming St.,,Omaha,NE,68131-2024
5381,,,,,
5382,2146 Jacksonville-Jobstown Rd.,,Jobstown,NJ,8041
5383,PO Box 2118,,Deland,FL,32721
5384,801 Stae St.,,Alton,IL,62002
5385,st francis xavier prep,4681,3 cross st,hyannis,MA
5386,350 Emery Street,,Longmong,CO,80501
5387,514 Licoln Street,,fenton,MI,48430
5388,St John Vianney High School,540A Line Road,Holmdel,NJ,7733
5389,4433 W Jackson Road,,Alma,MI,48801
5390,200 W. Galveston St,,Chandler,AZ,85225
5391,,,,,
5392,2244 Marshall Ave,,Wheeling,WV,26003
5393,240 Arnold St,4638,Hapeville,GA,
5394,,,,,
5395,,,,,
5396,,,,,
5397,,,,,
5398,,,,,
5399,,,,,
5400,,,,,
5401,,,,,
5402,,,,,
5403,,,,,
5404,,,,,
5405,,,,,
5406,,,,,
5407,,,,,
5408,,,,,
5409,25 St. Alphonsus Road,,Silex,MO,63377
5410,10453 89th Street NE,,Langdon,ND,58249
5411,,,,,
5412,,,,,
5413,,,,,
5414,,,,,
5415,324 N. Olive Ave,West Palm Beach,West Palm Beach,FL,33401
5416,,,,,
5417,,,,,
5418,,,,,
5419,,,,,
5420,,,,,
5421,,,,,
5422,,,,,
5423,,,,,
5424,,,,,
5425,,,,,
5426,2020 Kay Circle,,Columbus,GA,31907
5427,,,,,
5429,,,,,
5430,,,,,
5431,,,,,
5432,,,,,
5433,,,,,
5434,1911 San Antonio Street,,Austin,TX,78705
5435,1911 San Antonio St,,Austin,TX,78705
5436,,,,,
5437,1911 San Antonio Street,,Austin,TX,78705
5438,,,,,
5439,10121 S. Longwood Dr,,Chicago,IL,60643
5440,,,,,
5441,St. Barnabas H. S.,4566,Bronx,NY,
5442,9200 Olde Eight Road,,Northfied,OH,44067
5443,630 - East Wayzata Blvd,,Wayzata,MN,55391
5444,,,,,
5445,,,,,
5446,,,,,
5447,,,,,
5448,,,,,
5449,,,,,
5450,,,,,
5451,80 University Blvd. East,,Silver Spring,MD,20737
5452,,,,,
5453,,,,,
5454,,,,,
5455,,,,,
5456,,,,,
5457,6061 Valley Circle Blvd.,,Woodland Hills,CA,91367
5458,,,,,
5459,,,,,
5460,1301 SW 136 Ave,,Davie,FL,33325
5461,,,,,
5462,,,,,
5463,128 North Buchanan,,Edwardsville,IL,62025
5464,,,,,
5465,,,,,
5466,,,,,
5467,,,,,
5468,,,,,
5469,,,,,
5470,,,,,
5471,,,,,
5472,,,,,
5473,,,,,
5474,,,,,
5475,,,,,
5476,,,,,
5477,,,,,
5478,,,,,
5479,,,,,
5480,,,,,
5481,,,,,
5482,526 Renson Road,,Hartland,WI,53029
5483,,,,,
5484,,,,,
5485,3215 S. Schenley,,Youngstown,OH,44511
5486,20 Lee Street,,Nashua,NH,3064
5487,2660 Niagara Falls Blvd.,,Tonawanna,NY,14150
5488,PO Box 667,31622 Hwy 6,Edwards,CO,81632
5489,,,,,
5490,2524 N. Orchard,,Chicago,IL,60614
5491,2524 . Orchard,Chicago,Chicago,IL,60614
5492,,,,,
5493,,,,,
5494,,,,,
5495,,,,,
5496,,,,,
5497,260 Cimmeron Trail,,Glendora,CA,91741
5498,,,,,
5499,200 S. Oak Park Ave.,,Oak Park,IL,60302
5500,,,,,
5501,,,,,
5502,,,,,
5503,,,,,
5504,33866 Calle La Primavera,,Dana Point,CA,92629
5505,,,,,
5506,,,,,
5507,,,,,
5508,,,,,
5509,,,,,
5510,,,,,
5511,300 Fairmont Blvd,,Rapid City,SD,57701
5512,917 Montrose Road,,Rockville,MD,20852
5513,,,,,
5514,,,,,
5515,,,,,
5516,,,,,
5517,,,,,
5518,15643 SW Oregon St,,Sherwood,OR,97225
5519,,,,,
5520,4100 NW 115th Terrace,,Gainesville,FL,32606
5521,,,,,
5522,,,,,
5523,,,,,
5524,500 Camden Avenue,,Salisbury,MD,21801
5525,,,,,
5526,514 Camden Ave.,,Salisbury,MD,21801
5527,2100 N. Germantown Pkwy.,,Cordova,TN,38016
5528,,,,,
5529,2270 E. Stadium Blvd.,,Ann Arbor,MI,48108
5530,St. Francis of Assisi School,7075 Ashworth Rd.,West Des Moines,IA,50266
5531,,,,,
5532,490 St. Joseph Street,,Iota,LA,70543
5533,St. Francis School,2707 Pamoa Rd.,Honolulu,HI,96822
5534,,,,,
5535,612 East Washington St,,Medina,OH,44256
5536,,,,,
5537,,,,,
5538,,,,,
5539,,,,,
5540,2550 41st ave,,San Francisco,CA,94116
5541,,,,,
5542,,,,,
5543,,,,,
5544,,,,,
5545,,,,,
5546,3942 Crooked Creek,,Okemos,MI,48864
5547,,,,,
5548,200 N. University Drive,,Plantation,FL,33324
5549,,,,,
5550,5343 Virginia Beach Blvd.,,Virginia Beach,VA,23462
5551,,,,,
5552,,,,,
5553,,,,,
5554,,,,,
5555,,,,,
5556,,,,,
5557,3650 Springhill Ave.,,Mobile,AL,36608
5558,,,,,
5559,,,,,
5560,,,,,
5561,,,,,
5562,,,,,
5563,1204 St. James Ct,,Madison,WI,53715
5564,120 Water Street,,Danielson,CT,6239
5565,,,,,
5566,,,,,
5567,,,,,
5568,,,,,
5569,3128 Heatherdowns Blvd,,Toledo,OH,43614
5570,,,,,
5571,,,,,
5573,,,,,
5574,,,,,
5575,721 Polo Rd,,Columbia,SC,29223
5576,,,,,
5577,,,,,
5578,,,,,
5579,,,,,
5580,,,,,
5581,42 Maynard Road,,Old Saybrook,CT,6475
5582,,,,,
5583,05233 Church St.,,Winfield,IL,60190
5584,,,,,
5585,,,,,
5586,,,,,
5587,,,,,
5588,240 Arnold St,,Hapeville,GA,30354
5589,,,,,
5590,,,,,
5591,,,,,
5592,,,,,
5593,,,,,
5594,,,,,
5595,,,,,
5596,,,,,
5597,,,,,
5598,1857 Watertower Rd.,P.O. Box 4000,Collegeville,MN,56321
5599,,,,,
5600,,,,,
5601,,,,,
5602,,,,,
5603,,,,,
5604,,,,,
5605,,,,,
5606,,,,,
5607,,,,,
5608,,,,,
5609,,,,,
5610,925 South Second Street,,Hamilton,OH,45011
5611,,,,,
5612,145 Plainfield Ave,,Metuchen,NJ,8840
5613,,,,,
5614,,,,,
5615,202 North 4th Street,,Yakima,WA,98901
5616,705 S 72nd Ave,,Yakima,WA,98908
5617,,,,,
5618,,,,,
5619,,,,,
5620,,,,,
5621,,,,,
5622,,,,,
5623,,,,,
5624,40 Chestnut Ridge Road,,Montvale,NJ,7645
5625,,,,,
5626,,,,,
5627,,,,,
5628,56 Oak Terrace,,Haverhill,MA,1832
5629,221 Park Place,,Libertyville,IL,60048
5630,,,,,
5631,,,,,
5632,,,,,
5633,,,,,
5634,247 2nd Ave. S.E,,Swift Current,SK,S9H 3J3
5635,105 Church Lane,,Cockeysville,MD,21030
5636,,,,,
5637,,,,,
5638,,,,,
5639,19812 Cantlay St.,,Winnetka,CA,91306
5640,19812 Cantlay Street,,Winnetka,CA,91306
5641,,,,,
5642,,,,,
5643,,,,,
5644,10911 N Knoxville Avenue,,Peoria,IL,61615
5645,,,,,
5646,,,,,
5647,,,,,
5648,,,,,
5649,St. Jude the Apostle School,4839,7171 Glenridge Drive NE,Atlanta,GA
5650,,,,,
5651,1136 South 123rd Street,,West Allis,WI,53150
5652,,,,,
5653,P. O. Box 30,,Fishers,IN,46038
5654,,,,,
5655,,,,,
5656,,,,,
5657,,,,,
5658,,,,,
5659,,,,,
5660,,,,,
5661,,,,,
5662,,,,,
5663,,,,,
5664,,,,,
5665,,,,,
5666,,,,,
5667,,,,,
5668,,,,,
5669,9972 Vale Road,St Mark Catholic School,Vienna,VA,22181
5670,,,,,
5671,1201 Alma Drive,Plano,,TX,75075
5672,,,,,
5673,,,,,
5674,1100 W. Grand River,,Okemos,MI,48864
5675,,,,,
5676,,,,,
5677,,,,,
5678,401 North St.,,Chardon,OH,44024
5679,222 Central Avenue,,Dover,NH,3820
5680,407 Decatur St.,,Sandusky,OH,44870
5681,,,,,
5682,,,,,
5683,,,,,
5684,,,,,
5685,,,,,
5686,,,,,
5687,,,,,
5688,,,,,
5689,,,,,
5690,,,,,
5691,,,,,
5692,,,,,
5693,401 East 7th St.,,Rome,GA,30161
5694,,,,,
5695,,,,,
5696,,,,,
5697,,,,,
5698,,,,,
5699,,,,,
5700,,,,,
5701,,,,,
5702,,,,,
5703,,,,,
5704,3100 W. 41st St.,,Sioux Falls,SD,57105
5705,,,,,
5706,,,,,
5707,1230 NE 127,,Seattle,WA,98125
5708,,,,,
5709,,,,,
5710,,,,,
5711,,,,,
5712,,,,,
5713,,,,,
5714,,,,,
5715,,,,,
5716,,,,,
5717,27 Crittenden Street,,Newark,NJ,7104
5718,,,,,
5719,,,,,
5720,,,,,
5721,,,,,
5722,,,,,
5723,,,,,
5724,301 N Orange Grove Blvd,Pasadena,Pasadena,CA,91103
5725,,,,,
5726,5635 N. Santa Monica Blvd.,,Whitefish Bay,WI,53217
5727,St. Monica School,5635 N. Santa Monica Blvd.,Whitefish Bay,WI,53217
5728,,,,,
5729,,,,,
5730,6 Greenlawn Road,,Paoli,PA,19301
5731,,,,,
5732,,,,,
5733,305 Lincoln Ave,,Janesville,WI,53548
5734,305 Lincoln Ave,,Janesville,WI,53548
5735,,,,,
5736,,,,,
5737,,,,,
5739,,,,,
5740,,,,,
5741,,,,,
5742,,,,,
5743,,,,,
5744,,,,,
5745,,,,,
5746,,,,,
5747,,,,,
5748,,,,,
5749,,,,,
5750,,,,,
5751,,,,,
5752,,,,,
5753,,,,,
5754,3445 Hamlin Road,,Lafayette,CA,94549
5755,,,,,
5756,,,,,
5757,,,,,
5758,,,,,
5759,,,,,
5760,,,,,
5761,,,,,
5762,6400 Charlotte,,Kansas City,MO,64131
5763,,,,,
5764,,,,,
5765,,,,,
5766,,,,,
5767,,,,,
5768,,,,,
5769,,,,,
5770,14818 61st Drive SE,,Snohomish,WA,98296
5771,2750 Tucker Road,,Nashville,TN,37218
5772,7031 137th St. N,,Hugo,MN,55110
5773,,,,,
5774,,,,,
5775,,,,,
5776,,,,,
5777,,,,,
5778,12525 Inwood Rd,,Dallas,TX,75244
5779,,,,,
5780,,,,,
5781,,,,,
5782,300 Kings Highway,,Haddon Heights,NJ,8035
5783,,,,,
5784,,,,,
5785,,,,,
5786,,,,,
5787,,,,,
5788,,,,,
5789,,,,,
5790,5600 Main St.,,Kansas City,MO,64113
5791,,,,,
5792,,,,,
5793,,,,,
5794,,,,,
5795,,,,,
5796,,,,,
5797,1200 Bridge Street,,New Cumberland,PA,17070
5798,,,,,
5799,55 Rosemond Terrace,,,CT,
5800,,,,,
5801,,,,,
5802,,,,,
5803,,,,,
5804,,,,,
5805,,,,,
5806,,,,,
5807,,,,,
5808,,,,,
5809,,,,,
5810,,,,,
