"school_id","school_name","school_city","school_state","created_at","updated_at","league_id","school_address","school_contact","school_phone","school_fax","school_zip","school_email","billing_name","billing_address","billing_address2","billing_city","billing_state","billing_zip","billing_purchase_order","old_school_id"
4980,"Neshannock Jr-Sr High School","New Castle","PA","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"3834 Mitchell Rd.",0,"(724) 658-5513","",16105,"","Neshannock TSD","301 Mitchell Rd.","","New Castle","PA",16105,240612,3322
6260,"Delone Catholic High School","McSherrystown","PA","2015-10-09 16:36:45","2015-10-09 16:36:45",1,"140 S. Oxford Avenue",0,"(717) 637-5969","(717) 637-0442",17344,"csneeringer@delonecatholic.org","Delone Catholic High School Math Department","140 S. Oxford Ave.","","McSherrystown","PA",17344,"",""
6266,"Ss. Colman John Neumann","Brynmawr","PA","2015-10-12 15:25:49","2015-10-12 15:25:49",1,"372 Highland Lane",0,"610-525-3266","",19010,"jodi.evert@scjnschool.org","","","","","","","",""
6267,"St. Aloysius Academy","Bryn Mawr","PA","2015-10-12 15:28:01","2015-10-12 15:28:01",1,"401 S. Bryn Mawr Avenue",0,"610-525-1670","610-525-5140",19010,"tgoode@staloysiusacademy.org","","","","","","","",""
5246,"Roslyn Elementary","Roslyn","PA","2015-05-07 15:12:05","2015-10-08 21:31:43",2,"2565 Susquehanna Rd.",0,"(215) 884-3369","(215) 884-2386",19001,"carmtc@abington.k12.pa.us","Abington SD","970 Highland Ave.","","Abington","PA",19001,161059,3178
5759,"St. Peter School","Somerset","PA","2015-05-07 15:12:09","2015-05-07 15:12:09",1,"433 W. Church St.",0,"(814) 445-6662","(814) 445-7766",15501,"","","","","","","","",3517
4740,"Jonestown Elementary School","Jonestown","PA","2015-05-07 15:12:02","2015-05-07 15:12:02",2,"135 S. King St. PO Box 839",0,"(717) 865-3193","(717) 865-0805",17038,"","","","","","","","",3675
5253,"Rydal Elementary","Huntingdon Valley","PA","2015-05-07 15:12:05","2015-10-08 21:32:36",2,"1160 Huntingdon Pike",0,"(215) 884-1308","(215) 884-8955",19006,"morglm@abington.k12.pa.us","Abington SD","970 Highland Ave.","","Abington","PA",19001,161059,3175
5514,"St. Eugene School","Primos","PA","2015-05-07 15:12:07","2015-05-07 15:12:07",1,"110 S. Oak Ave.",0,"(610) 622-2909","(611) 062-2635",19018,"ses office@nnl.com","","","","","","","",1020
6026,"Willow Hill Elementary","Willow Grove","PA","2015-05-07 15:12:11","2015-10-08 21:33:31",2,"1700 Coolidge Ave.",0,"(215) 657-3801","(215) 884-0568",19038,"alexce@abington.k12.pa.us","Abington SD","970 Highland Ave.","","Abington","PA",19001,161059,3177
6027,"Winchester Thurston School","Pittsburgh","PA","2015-05-07 15:12:11","2015-05-07 15:12:11",2,"555 Morewood Ave.",0,"(412) 578-7500","(412) 578-7504",15213,"rosenbergdan@winchesterthurston.org","","","","","","","",4145
4495,"General Nash","Harleysville","PA","2015-05-07 15:12:00","2015-05-07 15:12:00",2,"1560 Liberty Bell Drive",0,"(215) 368-2407","(215) 368-7804",19438,"","North Penn SD","401 East Hancock St.","","Lansdale","PA",19446,27002207,3744
5523,"St. Francis de Sales","Philadelphia","PA","2015-05-07 15:12:07","2015-05-07 15:12:07",1,"917 South 47th St.",0,"(215) 387-1749","(215) 387-6605",19143,"","","","","","","","",4016
5781,"St. Rose of Lima School","Thomasville","PA","2015-05-07 15:12:09","2015-05-07 15:12:09",1,"115 N. Biesecker Rd.",0,"(717) 792-0889","(717) 792-3959",17364,"","","","","","","","",3262
6037,"Wyoming Seminary","Kingston","PA","2015-05-07 15:12:11","2015-05-07 15:12:11",2,"201 N. Sprague Ave.",0,"(570) 270-2100","(570) 270-2199",18704,"","","","","","","",86185,2998
6294,"Our Lady of Grace","Pittsburg","PA","2015-10-20 14:22:57","2015-10-20 14:22:57",1,"1734 Bower Hill Rd.",0,"412-279-6611","412-279-6675",15243,"apeterson@olgscott.net","","","","","","","",""
5271,"Sacred Heart School","Havertown","PA","2015-05-07 15:12:05","2015-05-07 15:12:05",1,"109 N. Manoa Rd.",0,"610-446-9198","610-446-4861",19083,"mb@sh-school.org","","","","","","","",4877
6039,"York Country Day School","York","PA","2015-05-07 15:12:11","2015-05-07 15:12:11",2,"1071 Regents Glen Blvd.",0,"(717) 843-9805","(717) 815-6769",17403,"","","","","","","","",4024
4248,"Central Catholic High School","DuBois","PA","2015-05-07 15:11:58","2015-05-07 15:11:58",1,"200 Central Christian Dr.",0,"814-371-3060","814-371-3215",15801,"aedwards@duboiscatholic.com","","","","","","",5704,4415
4760,"Keystone Oaks High School","Pittsburgh","PA","2015-05-07 15:12:02","2015-10-30 01:10:53",2,"1000 Kelton Ave.",0,"(412) 571-6000","(412) 571-6043",15216,"Tobias@kosd.org","","","","","","",15000860,3814
6298,"Mount Nittany Middle School","State College","PA","2015-10-21 12:12:49","2015-10-21 12:12:49",2,"656 Brandywine Drive",0,"814-272-4079","",16801,"apc15@scasd.org","","","","","","","",""
6299,"Mount Nittany Middle School","State College","PA","2015-10-21 12:13:33","2015-10-21 12:13:33",2,"656 Brandywine Drive",0,"814-272-4092","",16801,"apc15@scasd.org","","","","","","","",""
5278,"Saint Alexis School","Wexford","PA","2015-05-07 15:12:05","2015-05-07 15:12:05",1,"10090 Old Perry Hwy",0,"724-935-3940","",15090,"sross@stalexis.org","Sandy Ross","10090 Old Perry Hwy.","","Wexford","PA",15090,"",4855
6046,"School #5245","Mohrsville","PA","2015-05-07 15:32:43","2015-05-07 15:32:43",1,"",NULL,"","","","","","","","","","","",""
6047,"School #5267","Philadelphia","PA","2015-05-07 15:32:47","2015-05-07 15:32:47",1,"",NULL,"","","","","","","","","","","",""
5280,"Saint Benedict School","Carrolltown","PA","2015-05-07 15:12:05","2015-05-07 15:12:05",1,"119 S. Church St.",0,"(814) 344-6512","(814) 344-8530",16668,"","","","","","","","",4071
5795,"ST. THERESA SCHOOL","NEW CUMBERLAND","PA","2015-05-07 15:12:09","2015-05-07 15:12:09",1,"1200 BRIDGE STREET",0,"717-774-7464","",17070,"vbosso@sainttheresaschool.org","","","","","","",620469,4597
4261,"Charles F. Patton Middle School","Kennett Square","PA","2015-05-07 15:11:59","2015-05-07 15:11:59",2,"760 Unionville Rd.",0,"(610) 347-2000","(610) 347-0421",19347,"","Unionville-Chadds Ford SD","740 Unionville Rd.","","Kennett Square","PA","19348-1531","",3759
5541,"St. Gabriel School","Norwood","PA","2015-05-07 15:12:07","2015-05-07 15:12:07",1,"233 Mohawk Ave.",0,"(610) 532-3234","(610) 532-5523",19704,"","","","","","","","",3953
5797,"St. Theresa School","New Cumberland","PA","2015-05-07 15:12:09","2015-05-07 15:12:09",1,"1200 Bridge Street",0,"717-7747464","717-774-3154",17070,"jcostello@sainttheresaschool.org","Matt Shore","1200 Bridge Street","","New Cumberland","PA",17070,"",4700
5543,"St. George","Glenalden","PA","2015-05-07 15:12:07","2015-05-07 15:12:07",1,"15 Lamont Ave.",0,"(610) 583-0419","",19036,"","","","","","","","",3251
4520,"Greater Area Nanticoke School","Nanticoke","PA","2015-05-07 15:12:00","2015-05-07 15:12:00",2,"600 E. Union St.",0,"(717) 735-2770","(717) 735-1352",18634,"gorn@epix.net","Nanticoke ASD","427 Kosciuszko St.","","Nanticoke","PA",18634,22549,1922
6314,"St. Dorothy School","Drexel Hill","PA","2015-10-26 14:51:19","2015-10-26 14:51:19",1,"1225 Burmont Road",0,"610-789-4100","610-789-2008",19026,"dmmcmonagle@gmail.com","","","","","","","",""
4524,"Greensburg Central Catholic Jr. High","Greensburg","PA","2015-05-07 15:12:00","2015-05-07 15:12:00",1,"911 Armory Drive",0,"724-834-0310","",15601,"kgorr@gcchs.org","","","","","","","",4684
5806,"St. Thomas Aquinas","Croydon","PA","2015-05-07 15:12:09","2015-05-07 15:12:09",1,"601 Bristol Pike",0,"(215) 785-1130","",19021,"","","","","","","","",3988
6318,"Country Day School of the Sacred Heart","Bryn Mawr","PA","2015-10-26 18:15:30","2015-10-26 18:15:30",1,"480 South Bryn Mawr Avenue",0,"610-527-3915","",19010,"marilyn.wilwol@cdssh.org","Math Dept. Country day School of the Sacred Heart","480 South Bryn Mawr Avenue","","Bryn Mawr","PA",19010,"",""
4528,"Grey Nun Academy","Yardley","PA","2015-05-07 15:12:00","2015-05-07 15:12:00",1,"1750 Quarry Rd.",0,"(215) 968-4151","(215) 860-7418",19067,"","","","","","","","",3916
6064,"School #3831","Pittsburg","PA","2015-05-07 15:38:40","2015-05-07 15:38:40",1,"",NULL,"","","","","","","","","","","",""
5043,"Oakland Catholic High School","Pittsburgh","PA","2015-05-07 15:12:04","2015-05-07 15:12:04",1,"144 N. Craig St.",0,"(412) 682-6633","(412) 682-2496","15213-2701","","","","","","","","",3715
5300,"Saints Simon and Jude","West Chester","PA","2015-05-07 15:12:05","2015-05-07 15:12:05",1,"6 Cavanaugh Ct",0,"610-696-5249","",19382,"adavis@simonandjude.org","Sr Jeannine Norton","","","","","","",4687
5301,"Saints Simon and Jude","West Chester","PA","2015-05-07 15:12:05","2015-05-07 15:12:05",1,"6 Cavanaugh Ct",0,"610-696-5249","",19382,"mrsdavissimonandjude@gmail.com","","","","","","","",4690
5813,"St. Thomas More","Pittsburgh","PA","2015-05-07 15:12:09","2015-05-07 15:12:09",1,"134 Fort Couch Rd.",0,"(412) 833-1412","(412) 833-5597",15241,"","","","","","","","",4170
5559,"St. Isidore School","Quakertown","PA","2015-05-07 15:12:07","2015-05-07 15:12:07",1,"603 W. Broad St.",0,"(215) 536-6052","(215) 536-8647","18951-1283","","","","","","","","",4025
6327,"St. Anne School","Lancaster","PA","2015-10-27 19:17:21","2015-10-27 19:17:21",1,"108 E. Liberty St.",0,7173946711,7173948628,17602,"hudakjo@stannelancaster.org","Suzanne Wood","108 E. Liberty St.","","Lancaster","PA",17602,"",""
5560,"St. James","Sewickley","PA","2015-05-07 15:12:07","2015-05-07 15:12:07",1,"201 Broad St.",0,"(412) 741-5540","(412) 741-9038",15143,"","","","","","","","",1579
5318,"Schuylkill Valley Middle School","Leesport","PA","2015-05-07 15:12:06","2015-05-07 15:12:06",2,"114 Ontelaunee Dr.",0,"(610) 926-7111","(610) 926-6218",19533,"","Schuylkill Valley SD","292 Lakeshore Dr.","","Leesport","PA","19533-8631",60361,2558
4552,"Harrisburg Academy","Wormleysburg","PA","2015-05-07 15:12:01","2015-05-07 15:12:01",2,"10 Erford Rd.",0,"(717) 763-7811","(717) 975-0894",17043,"innerst.d@harrisburgacademy.org","","","","","","","",1694
5064,"Our Lady of Calvary","Philadelphia","PA","2015-05-07 15:12:04","2015-05-07 15:12:04",1,"11023 Kipling Lane",0,"215-637-1648","",19154,"andietriner@hotmail.com","","","","","","","",4893
4553,"Harrisburg Academy","Wormleysburg","PA","2015-05-07 15:12:01","2015-05-07 15:12:01",2,"10 Erford Road",0,"717-763-7811","",17043,"robertson.b@harrisburgacademy.org","Kevin Muirhead","10 Erford Road","","Wormleysburg","PA",17043,"KJM 10012013",4698
5065,"Our Lady of Calvary","Philadelphia","PA","2015-05-07 15:12:04","2015-05-07 15:12:04",1,"11023 Kipling Lane",0,"215-637-1648","215-637-3810",19154,"andietriner@hotmail.com","","","","","","","",5004
5577,"St. John Neumann Regional School","Palmerton","PA","2015-05-07 15:12:07","2015-05-07 15:12:07",1,"259 Lafayette Ave.",0,"(610) 826-2354","(610) 826-6444",18071,"","","","","","","","",2789
6345,"Providence Heights Alpha School","Allison Park","PA","2015-10-31 17:11:57","2015-11-02 01:47:36",1,"9000 Babcock Blvd.",0,"412-366-4455","",15101,"sforbes@alphaschool.org","","","","","","","",""
5066,"Our Lady of Charity","Brookhaven","PA","2015-05-07 15:12:04","2015-05-07 15:12:04",1,"245 Upland Rd.",0,"(610) 874-0410","(610) 874-5879",19015,"apcharity10@nni.com","","","","","","","",1512
5836,"St. Vitas","New Castle","PA","2015-05-07 15:12:09","2015-05-07 15:12:09",1,"15 S. Jefferson St.",0,"(724) 654-9297","","16101-4696","","","","","","","","",4192
5837,"St. Vitus School","New Castle","PA","2015-05-07 15:12:09","2015-05-07 15:12:09",1,"915 S. Jefferson St.",0,"724-654-9297","",16101,"javenasco@aol.com","Justin Venasco","423 Shady Lane","","New Castle","PA",16105,"",4975
5326,"Seton LaSalle High School","Pittsburg","PA","2015-05-07 15:12:06","2015-05-07 15:12:06",1,"1000 McNeilly Rd.",0,"(412) 561-3583","(412) 651-9097",15226,"howellm@slshs.org","","","","","","","",2831
5329,"Sewickley Academy","Sewickley","PA","2015-05-07 15:12:06","2015-05-07 15:12:06",2,"315 Academy Ave.",0,"(412) 741-2230","(412) 741-9066",15201,"tperdz@sewickley.org","","","","","","","",2272
6356,"Mother Teresa Regional Catholic School","King of Prussia","PA","2015-11-04 21:14:28","2015-11-04 21:14:28",1,"405 Allendale road",0,"610-265-2323","",19406,"sabrina.dwinnell@mtcschool.org","Sabrina Dwinnell","405 Allendale Road","","King of Prussia","PA",19406,"",""
5590,"St. John the Evangelist School","Morrisville","PA","2015-05-07 15:12:07","2015-05-07 15:12:07",1,"628 Big Oak Rd.",0,"(215) 295-0629","(215) 295-6258",19067,"arinkus@stjohnpa.org","","","","","","","",253
6359,"Trinity Academy","Shenandoah","PA","2015-11-05 18:40:10","2015-11-05 18:40:10",1,"233 West Chery Street",0,"570-462-3927","",17976,"kkringe@trinitymatters.com","Trinity Academy c/o Kim Kringe","233 West Chery Street","","Shenandoah","PA",17976,"",""
4826,"Lock Haven Catholic School","Lock Haven","PA","2015-05-07 15:12:03","2015-05-07 15:12:03",1,"311 W. Water St.",0,"(570) 748-7252","(570) 748-1939",17745,"","","","","","","","",3685
4828,"Logan Elementary","Altoona","PA","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"301 Sycamore",0,"(814) 946-8370","(814) 946-8584",16601,"","","","","","","","",4097
6109,"Faith Tabernacle","Mechanicsburg","PA","2015-07-21 19:28:40","2016-05-12 12:27:09",2,"1410 Good Hope Rd.",0,"717-975-0641","717-975-9920",17050,"Donice.Dohner@ftcschool.org","","","","","","",2525,""
4574,"Highland Elementary","Abington","PA","2015-05-07 15:12:01","2015-10-08 21:28:58",2,"1301 Edge Hill Rd.",0,"(215) 884-1048","(215) 517-5039",19001,"howebm@abington.k12.pa.us","Abington SD","970 Highland Ave.","","Abington","PA",19001,161059,3176
5861,"Sts. Philip & James","Exton","PA","2015-05-07 15:12:09","2015-05-07 15:12:09",1,"721 E. Lincoln Hwy.",0,"610-363-6530","610-363-6495",19341,"cschneider@sspj.net","","","","","","","",4847
4070,"Amity Intermediate Center","Douglassvile","PA","2015-05-07 15:11:57","2015-05-07 15:11:57",2,"200 Boone Dr.",0,"(610) 689-6240","(610) 689-6265",19518,"pallas@dboone.k12.pa.us","Daniel Boone Business Office","PO Box 490","","Birdsboro","PA",19508,"00007279",3568
6374,"Sewickley Academy","Sewickley","PA","2015-11-24 15:52:21","2015-11-24 15:52:21",2,"315 Academy Ave",0,"412-741-2230","",15143,"tperdziola@sewickley.org","","","","","","","",""
4328,"Conn-Area Catholic","Connellsville","PA","2015-05-07 15:11:59","2015-05-07 15:11:59",1,"110 N. Prospect St.",0,"(724) 628-5090","(724) 628-1745",15425,"","","","","","","","",1369
4073,"Ancillae-Assumpta Academy","Wyncote","PA","2015-05-07 15:11:57","2015-05-07 15:11:57",1,"2025 Church Rd.",0,"(215) 885-1636","(215) 885-2740",19095,"hpope@ancillae.org","","","","","","","",924
6383,"St. Jane Frances de Chantal School","Easton","PA","2016-02-13 18:26:35","2016-02-13 18:26:35",1,"1900 Washington Boulevard",0,6102538442,"",18042,"class6a@stjaneschool.com","St. Jane Frances de Chantal School ","1900 Washington Blvd. ","","Easton","PA",18042,"",""
4336,"Copper Beech Elementary","Glenside","PA","2015-05-07 15:11:59","2016-05-31 14:46:56",2,"825 N. Easton Rd.",0,"(215) 884-8001","(215) 881-2002",19038,"hudsag@abington.k12.pa.us","Abington SD","970 Highland Ave.","","Abington","PA",19001,161059,2956
4592,"Holy Child Catholic School","Philadelphia","PA","2015-05-07 15:12:01","2015-05-07 15:12:01",1,"242 Hermitage St.",0,"(215) 487-4796","",19127,"","","","","","","","",4273
4082,"Aquinas Academy","Greensburg","PA","2015-05-07 15:11:57","2015-05-07 15:11:57",1,"340 N. Main St.",0,"(724) 834-7940","(724) 836-0497",15601,"cderr@aquinasacademy.org","","","","","","","",1468
4338,"Cornell Elementary","Coraopolis","PA","2015-05-07 15:11:59","2015-05-07 15:11:59",2,"1130 Ridge Ave.",0,"(412) 264-5010","(412) 264-4142",15108,"","","","","","","","",3299
4340,"Cornwall Elementary School","Cornwall","PA","2015-05-07 15:11:59","2015-05-07 15:11:59",2,"Box 308 Rt. 419",0,"(717) 273-4571","(717) 273-5287",17016,"","Cornwall-Lebanon SD","105 East Evergreen Rd.","","Lebanon","PA","17042-7595","00001098",2046
6132,"Sewickley Academy","Sewickley","PA","2015-08-30 11:30:11","2015-08-30 11:30:44",2,"315 Academy Ave",0,4127412230,"",15143,"tperdziola@sewickley.org","Sewickley Academy","315 Academy Ave","","Sewickley","PA",15143,"",""
4597,"Holy Cross School","Springfield","PA","2015-05-07 15:12:01","2015-05-07 15:12:01",1,"240 N. Bishop Ave.",0,"(610) 626-1709","",19064,"","","","","","","","",4268
5109,"Our Lady of the Sacred Heart","Coraopolis","PA","2015-05-07 15:12:04","2015-05-07 15:12:04",1,"1504 Woodcrest Ave.",0,"(412) 264-5140","(412) 264-4143",15108,"","","","","","","","",3557
6389,"Rydal Elementary School","Huntingdon Valley","PA","2016-03-21 13:11:23","2016-03-21 13:11:23",2,"1160 Huntingdon Pike",0,2158841308,"",19006,"lyndsaymorgan@abington.k12.pa.us","","","","","","","",""
4598,"Holy Cross School","Springfield","PA","2015-05-07 15:12:01","2015-05-07 15:12:01",1,"240 N. Bishop Ave",0,"610-626-1709","610-626-1859",19064,"labate@hcscrusaders.com","Kate Fitzpatrick","240 N. Bishop Ave","","Springfield","PA",19064,"",4369
5622,"St. Joseph Regional Academy","Jim Thorpe","PA","2015-05-07 15:12:08","2015-05-07 15:12:08",1,"25 W. 6th St.",0,"(570) 325-3186","(570) 325-9451",18229,"","","","","","","","",4175
5367,"Southern Fulton School","Warfordsburg","PA","2015-05-07 15:12:06","2015-05-07 15:12:06",2,"13083 Buck Valley Rd.",0,"(717) 294-3251","(717) 294-2207",17267,"","Southern Fulton SD","13083 Buck Valley Rd.","","Warfordsburg","PA",17267,"3090-04",3449
4602,"Holy Family Academy","Hazleton","PA","2015-05-07 15:12:01","2015-05-07 15:12:01",1,"601 N. Laurel St.",0,"(570) 454-4411","(570) 455-6035",18201,"","","","","","","","",4084
6144,"Rock creek","portland","OR","2015-09-08 17:10:19","2015-09-08 17:10:50",2,"rock creek",0,"503-533-1875","",97229,"sandhya.purumandla@gmail.com","Madhukar purumandla","5851 nw lark meadow ter","","portland","OR",97229,"",""
4872,"marthaschool","poetland","OR","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"14283nwharbor ln",0,5038042796,"",97229,"marthaxun@yayoo.com","marthaxun","14283nwharbor ln","portland","portland","OR",97229,"practice materials",4801
4133,"Bethany School of Mathematics","Portland","OR","2015-05-07 15:11:58","2015-09-23 20:44:17",2,"14746 NW Yellowberry Way",0,"(503) 533-1950","(503) 533-1953",97229,"bethanymathleague@gmail.com","Bethany School of Mathematics","6491 NW Connery Terrace","","Portland","OR",97229,"",3730
5429,"St. Anthony Parish School","Tigard","OR","2015-05-07 15:12:06","2015-05-07 15:12:06",1,"12645 SW Pacific Highway",0,"(503) 639-4179","(503) 620-5117",97223,"","","","","","","","",3958
5194,"Queen of Peace","Salem","OR","2015-05-07 15:12:05","2015-05-07 15:12:05",1,"4227 Lone Oak Rd. SC",0,"503-348-9386","",97302,"nicki@qpsalem.org","","","","","","","",4809
5480,"St. Cecilia School","Beaverton","OR","2015-05-07 15:12:07","2015-05-07 15:12:07",1,"12250 SW Fifth Street",0,"(503) 644-2619","(503) 646-4217",97005,"","","","","","","","RG-92905",3779
6252,"St. Francis of Assisi Catholic School","Bend","OR","2015-10-07 18:39:32","2015-10-07 18:39:32",1,"2450 NE 27th St.",0,5413824701,"",97701,"cfrost@saintfrancisschool.net","Cheryl Frost","2450 NE 27th St.","","Bend","OR",97701,"CherylFrost",""
6270,"Valley Catholic Middle School","Beaverton","OR","2015-10-12 19:45:26","2015-10-12 19:45:26",1,"4420 SW St. Mary's Drive",0,"503-718-6500","503-718-6520",97078,"jney@valleycatholic.org","","","","","","","",""
5260,"Sacred Heart","Medford","OR","2015-05-07 15:12:05","2015-05-07 15:12:05",1,"431 S Ivy",0,"541-772-4105","",97501,"srlevesque@shcs.org","Sacred Heart School","431 S Ivy","","Medford","OR",97501,"",4819
5518,"St. Francis","Sherwood","OR","2015-05-07 15:12:07","2015-05-07 15:12:07",1,"15643 SW Oregon St",0,"503-625-0497","",97140,"vicky@stfrancissherwood.org","Kimberly Fadden","15643 SW Oregon St","","Sherwood","OR",97225,"",4709
6310,"St. Thomas Academy","Redmond","OR","2015-10-23 19:09:04","2015-10-23 19:09:04",1,"1720 NW 19th St.",0,"541-548-3785","n/a",97756,"admin@redmondacademy.com","St. Thomas Academy","1720 NW 19th St.","","Redmond","OR",97756,102315,""
4170,"Boise City Elementary School","Boise City","OK","2015-05-07 15:11:58","2015-05-07 15:11:58",2,"Box 1117  402 SE 4th",0,"(580) 544-3161","(580) 544-2146",73933,"","","","","","","","",2887
4426,"Emerson Elementary School","Tulsa","OK","2015-05-07 15:12:00","2015-05-07 15:12:00",2,"909 North Boston Ave.",0,"","",74106,"","Tulsa PS","PO Box 470208","","Tulsa","OK",74147,"P41619MXP",4070
5212,"Rejoice Christian School","Owasso","OK","2015-05-07 15:12:05","2015-05-07 15:12:05",2,"13413 E. 106 St. North",0,"(918) 272-7235","(918) 516-0062",74055,"","","","","","","","",4202
4759,"Ketchum Elementary","Ketchum","OK","2015-05-07 15:12:02","2015-05-07 15:12:02",2,"1st and Broadway PO Box 720",0,"(918) 782-9543","(918) 782-5099",74349,"","Ketchum PS","PO Drawer 720 First and Broadway","","Ketchum","OK",74349,398,3476
4809,"Liberty Elementary School","Ponca City","OK","2015-05-07 15:12:02","2015-05-07 15:12:02",2,"505 West Liberty",0,"(580) 767-8040","(580) 767-8041",74601,"","Ponca City PS","111 West Grand Avenue","","Ponca City","OK","74601-5211",1402,4054
5323,"Seminole High School","Seminole","OK","2015-05-07 15:12:06","2015-05-07 15:12:06",2,"501 N. Timmons",0,"(405) 382-1415","(405) 382-1062",74868,"","Cindy Henderson/GT","PO Box 1031","","Seminole","OK",74868,626,98
4304,"Christian Heritage Academy","Del City","OK","2015-05-07 15:11:59","2015-05-07 15:11:59",2,"4400 SE 27",0,"(405) 672-1787","(405) 672-1839",73115,"","","","","","","","",3718
4069,"American Christian Academy","Bartlesville","OK","2015-05-07 15:11:57","2015-05-07 15:11:57",2,"396980 W. 2400 Rd.",0,"(918) 331-0500","(918) 331-0501",74003,"","","","","","","","",3760
4097,"Assumption School","Broadview Hts.","OH","2015-05-07 15:11:57","2015-05-07 15:11:57",1,"9183 Broadview Rd.",0,"(440) 526-4877","(440) 526-3752",44147,"","","","","","","","",3248
4613,"Holy Family School","Stow","OH","2015-05-07 15:12:01","2015-05-07 15:12:01",1,"3163 Kent Rd.",0,"(330) 688-3816","(330) 688-3474",44224,"","","","","","","","",3605
4870,"Marshall Middle School","Hillsboro","OH","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"11090 St. Rt. 124",0,"(937) 466-2315","(937) 466-2177",45133,"","","","","","","","",3310
4361,"Cuyahoga Heights Elementary","Cuyahoga Heights","OH","2015-05-07 15:11:59","2015-05-07 15:11:59",2,"4880 E. 71st. St.",0,"(216) 429-5880","(216) 429-5883",44125,"dmueller@cuyhts.k12.oh.us","Cuyahoga Heights Bd. Of Ed.","4820 East 71st St.","","Cleveland","OH",44125,56956,2099
4617,"Holy Name High School","Parma Hts.","OH","2015-05-07 15:12:01","2015-05-07 15:12:01",1,"6000 Queens Hwy.",NULL,"440-886-0300","440-886-1267",44130,"joanehrbar@holynamehs.com","Holy Name H.S./ ATTN: Bernie Kowal","6000 Queens Hwy.","","Parma Hts.","OH",44130,39559,4884
4362,"Cuyahoga Heights Middle School","Cuyahoga Heights","OH","2015-05-07 15:11:59","2015-05-07 15:11:59",2,"4820 E. 71st. St.",0,"(216) 429-5757","(216) 429-5735",44125,"","Cuyahoga Heights Bd. Of Ed.","4820 East 71st St.","","Cleveland","OH",44125,42816,2098
4618,"Holy Name High School","Parma Hts.","OH","2015-05-07 15:12:01","2015-05-07 15:12:01",1,"6000 Queens Highway",0,"(440) 886-0300","(440) 886-1267",44130,"","","","","","","",39773,4051
6155,"Lakota West","West Chester","OH","2015-09-17 11:36:21","2015-10-08 21:21:46",2,"8940 Union Centre Blvd",0,"513 874 5699","",45069,"tina.green@lakotaonline.com","Lakota West","","","","","",1602789,""
6157,"Gilmour Academy","Gates Mills","OH","2015-09-18 13:03:06","2015-09-18 13:03:06",2,"34001 Cedar Road",0,4406844586,"",44040,"gajdal@gilmour.org","Kathy Rini","34001 Cedar Road","","Gates Mills","OH",44040,"",""
5906,"Tipp Central Middle School","Tipp City","OH","2015-05-07 15:12:10","2015-05-07 15:12:10",2,"223 W. Broadway",0,"(937) 667-3719","(937) 669-5487",45371,"","Tipp City Schools","90 Tippecanoe Dr.","","Tipp City","OH",45371,43027,2078
4371,"Defiance Catholic School","Defiance","OH","2015-05-07 15:11:59","2015-05-07 15:11:59",1,"702 Washington",0,"419-782-2751","",43512,"ddorothy@worthwhile.com","Defiance CSD","629 Arabella St.","","Defiance","OH","43512-2856",290983,4431
6164,"Saint Bridget of Kildare","Parma","OH","2015-09-21 18:35:19","2015-09-21 18:35:19",1,"5620 Hauserman",0,4408861468,4408865121,44130,"tnorton@stbridget-parma.com","Sharon Messina","5620 Hauserman","","Parma","OH",44130,"01004",""
6165,"Bishop Flaget","Chillicothe","OH","2015-09-22 11:58:35","2015-09-22 11:58:35",1,"570 Parsons Ave.",0,"(740)774-2970","(740)774-2998",45601,"lcorcora@cdeducation.org","Gayle Alberta","570 Parsons Ave.","","Chillicothe","OH",45601,"",""
4886,"Maumee High School","Maumee","OH","2015-05-07 15:12:03","2015-05-07 15:12:03",2,"1147 Saco St.",0,"(419) 893-8778","(419) 893-5621",43537,"jdrage@maumeek12.org","Maumee City Schools","716 Askin St.","","Maumee","OH",43537,130610,2941
4634,"Holy Spirit School","Columbus","OH","2015-05-07 15:12:01","2015-05-07 15:12:01",1,"4382 Duchene Lane",0,"(861) 861-0475","(614) 861-8608",43213,"","","","","","","",235,1357
4891,"McAuley High School","Cincinnati","OH","2015-05-07 15:12:03","2015-05-07 15:12:03",1,"6000 Oakwood Ave.",0,"(513) 681-1800","(513) 681-1802",45224,"huxelj@live.mcauleyhs.net","","","","","","","",3199
4899,"McNicholas High School","Cincinnati","Oh","0000-00-00 00:00:00","2015-05-07 15:12:03",2015,1,6536,"Mrs.Alicia Meyer","513-231-3500","513-231-1351",45230,"ameyer@mcnhs.org","McNicholas High School",4564,"6536 Beechmont Ave.","Cincinnati","OH",45230,"09-08-010"
4900,"McNicholas High School","Cincinnati","OH","2015-05-07 15:12:03","2015-05-07 15:12:03",1,"6536 Beechmont Ave.",0,"(513) 231-3500","(513) 231-1351",45230,"","","","","","","","",709
5413,"St. Andrew School","Columbus","OH","2015-05-07 15:12:06","2015-05-07 15:12:06",1,"4081 Reed Rd.",0,"(614) 451-1626","(614) 451-0272",43220,"nrk4@aol.com","","","","","","","",650
