school_id,school_name,league_id,school_contact,school_phone,school_fax,school_email,billing_name,old_school_id
4584,Hilliard Darby High School,2,0,(614) 527-4200,(614) 527-4206,,Hilliard CSD,4236
4585,Hillsboro Middle School,2,0,(937) 393-9877,(937) 393-5843,,Hillsboro CSD,3289
4586,Hillsdale Academy,2,0,(517) 439-8644,(517) 607-2794,kenneth.calvert@hillsdale.edu,,4049
4587,Hilltop High School,2,0,(619) 691-5640,,,,3604
4588,Hilton Head Preparatory School,2,0,,,,,3819
4589,Holling Heights,2,0,(402) 715-8330,(402) 715-6195,kdp3943@juno.com,Millard PS,4235
4590,Holly Pond High School,2,0,(256) 796-5169,(256) 796-5199,,,2785
4591,Holy Angels School,1,0,(630) 897-3613,,,,3580
4592,Holy Child Catholic School,1,0,(215) 487-4796,,,,4273
4593,Holy Cross,1,0,(708) 456-5110,,,,3415
4594,Holy Cross Academy,1,0,(540) 286-1600,,jjames@holycrossweb.com,,3941
4595,Holy Cross Catholic School,1,0,419-784-2021,,plightle@defianceholycross.org,Defiance CSD,4589
4596,Holy Cross School,1,0,207-799-6661,,anne.conroy@portlanddiocese.org,Holy Cross School,4873
4597,Holy Cross School,1,0,(610) 626-1709,,,,4268
4598,Holy Cross School,1,0,610-626-1709,610-626-1859,labate@hcscrusaders.com,Kate Fitzpatrick,4369
4599,Holy Family,1,0,(732) 264-9579,(732) 335-9605,,,157
4600,Holy Family,1,0,(573) 744-5838,,,,4118
4601,Holy Family,1,0,608-323-3676,,jjereczek@holyfam.com,,4707
4602,Holy Family Academy,1,0,(570) 454-4411,(570) 455-6035,,,4084
4603,Holy Family Academy,1,0,(201) 339-7341,(201) 339-9295,,,3902
4604,Holy Family Cathedral,1,0,(714) 538-6012,(714) 633-5892,kali@holyfamilyk8.org,,3421
4605,Holy Family Catholic,1,0,(817) 737-4201,(817) 738-1542,,,3465
4606,Holy Family Catholic Academy,1,0,8479073452,,jhenry@harpercollege.edu,,4324
4607,Holy Family Catholic School,1,0,409-765-6607,,bfreed@hfcsgalv.org,,4710
4608,Holy Family Catholic School,1,0,512-246-4455,512-246-4454,drshoema@alum.mit.edu,David R Shoemaker,4745
4609,Holy Family Catholic School,1,0,(512) 246-4455,(512) 246-4454,,,2610
4610,Holy Family LaSalle Middle School,1,0,319-396-7792,319-390-6527,tdetert@cr-cath.pvt.k12.ia.us,,4467
4611,Holy Family LaSalle Middle School,1,0,319-396-7792,319-390-6527,tdetert@cr-cath.pvt.k12.ia.us,Holy Family LaSalle Middle School,4783
4612,Holy Family Regional School,1,0,(610) 494-0147,,npatrizio@holyfamilyaston.org,,2840
4613,Holy Family School,1,0,(330) 688-3816,(330) 688-3474,,,3605
4614,Holy Family School,1,0,(201) 768-1605,(201) 768-0796,,,3635
4615,Holy Ghost Catholic School,1,0,505-256-1563,,jessicachyde@live.com,Dr. Noreen Copeland,4746
4616,Holy Infant,1,0,(314) 227-0802,(636) 227-9184,kelsey.mertens@holyinfantschool.org,Holy Infant School,314
4617,Holy Name High School,1,NULL,440-886-0300,440-886-1267,joanehrbar@holynamehs.com,Holy Name H.S./ ATTN: Bernie Kowal,4884
4618,Holy Name High School,1,0,(440) 886-0300,(440) 886-1267,,,4051
4619,Holy Name of Jesus,1,0,763-473-3675,763-745-3499,lbest@hnoj.org,Martha Laurent,4872
4620,Holy Name of Jesus,1,0,(561) 683-2990,(561) 683-0803,,,4205
4621,Holy Name of Jesus,1,0,(717) 657-1704,(717) 657-9135,,,4226
4622,Holy Name of Jesus School,1,0,(407) 773-1630,(407) 773-7148,,,272
4623,Holy Name of Mary School,1,0,(909)542-0449 ext. 2,(909)592-3884,dmarquez@holynameschool.org,,4289
4624,Holy Redeemer Catholic School,1,0,770-410-4056,770-410-1454,bmaxwell@hrcatholicschool.org,Holy Redeemer Catholic School,4648
4625,Holy Rosary Academy,1,0,(904) 276-5822,(907) 258-1055,,,3697
4626,Holy Rosary Academy,1,0,(615) 883-1108,(615) 885-5100,,,3738
4627,Holy Rosary Catholic School,1,0,(904) 765-6522,(904) 765-9486,,,3454
4628,Holy Rosary High School,1,0,(504) 482-7173,(504) 482-7229,,,4224
4629,Holy Rosary-Wea,1,0,(913) 533-2462,(913) 533-2460,,,3939
4630,Holy Savior Catholic,1,0,(316) 684-2141,(316) 684-4318,,,4080
4631,Holy Souls Catholic School,1,0,(501) 663-4513,(501) 663-1014,,,3707
4632,Holy Spirit Catholic School,1,0,(302) 658-5345,(302) 658-6079,,,3608
4633,Holy Spirit Preparatory School,1,0,(404) 255-0900,,aolesen@mail.holyspiritprep.org,,3850
4634,Holy Spirit School,1,0,(861) 861-0475,(614) 861-8608,,,1357
4635,Holy Spirit School,1,0,(916) 448-5663,(916) 448-1465,,,3398
4636,Holy Spirit School,1,0,(920) 733-5214,(920) 733-5440,,,3926
4637,Holy Trinity Catholic Middle School,1,0,(704) 527-7822,(704) 525-7288,sheck@htcms.net,,4021
4638,Holy Trinity Catholic School,1,0,913-888-3250,913-438-2572,eschleicher@htslenexa.org,,4723
4639,Holy Trinity Catholic School,1,0,(618) 632-4937,(618) 622-1386,,,3457
4640,Holy Trinity Diocesan High School,1,0,(516) 433-2900,(516) 433-2827,fjgcmg@optonline.net,,456
4641,Holy Trinity Episcipal School,2,0,(281) 852-4899,(281) 852-4969,,,3069
4642,Holy Trinity Regional School,1,0,856-848-6826,,grade6@holytrinityregionalschool.org,Lauren Parascondola,4851
4644,Honey Creek Middle School,2,0,(812) 462-4372,(812) 462-4367,rjf@vigoschools.org,,1276
4645,Hoosier Prairie Elementary,2,0,(812) 462-4236,(812) 462-4233,,,3458
4646,Hoover High School,2,0,(205) 439-1200,(205) 439-1201,pkustos@hoover.k12.al.us,Monica Miller,3742
4647,Hope View Elementary,2,0,(714) 847-8541,(714) 841-1591,,Ocean View SD,4002
4648,Hopewell High School,2,0,(980) 343-5988,(980) 343-5990,,,3565
4649,Hopkins,2,0,510-656-3500,,jlee@fremont.k12.ca.us,Fremont USD,4824
4650,Hopkins Jr. High School,2,0,(510) 656-3500,(510) 656-3731,ebirbeck@fremont.k12.ca.us,Fremont USD,1437
4651,Houston County High School,2,0,(478) 988-6340,(478) 988-6341,,,3297
4652,Howard Bishop Middle School,2,0,352-955-6701,352-955-6966,veilledj@gm.sbac.edu,Howard Bishop,4618
4653,Howard Bishop Middle School,2,0,(352) 955-6701,(352) 955-6966,veilledj@sbac.edu,School Bd. of Alachua Co.,4481
4654,Howard Lake Middle School,2,0,320-543-3501,,hwalton@hlww.k12.mn.us,Jim Schimelpfenig,5007
4655,Howard T. Herber,2,0,(516) 887-8230,(516) 255-1007,,Malverne Union Free SD,3765
4656,HS for Leadership and Public Service,2,0,(212) 346-0007,(212) 346-0612,,,2647
4657,Huber St. School,2,0,(201) 974-2055,(201) 974-0626,,Secaucus Bd. Of Ed.,3261
4658,Huddleston Elementary,2,0,770 631-3255,770 631-3252,martin.saundra@fcboe.org,,4455
4659,Hudson PEP School,2,0,(903) 753-7427,(903) 753-8256,,,3705
4660,Hunters Woods Elementary School,2,0,(703) 262-7400,(703) 262-7497,,,4064
4661,Huntington Middle School,2,0,(626) 299-7060,(626) 299-7064,,,4089
4662,Huntsville High School,2,0,(256) 428-8050,(256) 428-8051,,Huntsville City Bd. Of Ed.,2969
4663,Hurst Middle School,2,0,(985) 764-6367,(985) 764-2678,,,4203
4664,I.S.72,2,0,(718) 698-5757,(718) 761-5928,,,3795
4665,Iber Holmes Gove Middle School,2,0,(603) 895-3394,(603) 895-9856,,Supt. Of Sch.  School Admin. Unit N. 33,1022
4666,Idlewild Elementary,2,0,(980) 343-6411,(980) 343-6499,mary.demert@cms.k12.nc.us,Charlotte-Mecklenburg Bd. Of Ed.,3057
4667,Illini West High School,2,0,217-357-2136,217-357-3569,murphy.debbie@illiniwest.org,,4891
4668,Immaculata High School,1,0,908-722-0200,908-218-7765,epetsu@immaculatahighschool.org,Lori Quinn,4559
4669,Immaculate Conception,1,0,360-428-3912,360-424-8838,tripp@icrsweb.org,,4944
4670,Immaculate Conception,1,0,(740) 922-3539,(740) 922-2486,,,3863
4671,Immaculate Conception Academy,1,0,610-404-8645,,mrskraycik@icaknights.org,Christine Foley,4706
4672,Immaculate Conception Catholic School,1,0,(636) 561-4450,(636) 625-9020,kim.whitt@icdschool.org,,3577
4673,Immaculate Conception Elementary,1,0,(417) 881-7000,(417) 881-7087,mhennessy@scspk12.org,,932
4674,Immaculate Conception Elementary,2015,218,Tim Shrift,(231) 947-1252,49684,jkerfoot@gtacs.org,49686
4675,Immaculate Conception High School,1,0,(901) 276-6341,(901) 726-0141,,,3335
4676,Immaculate Conception High School,1,0,(973) 773-2400,(973) 614-0893,,,3940
4677,Immaculate Conception School,1,0,(410) 427-4800,(410) 427-4895,,,3446
4678,Immaculate Conception School,1,0,(763) 788-9065,(763) 788-9066,,,3701
4679,Immaculate Conception School,1,0,(501) 835-0771,(501) 834-8652,,,3896
4680,Immaculate Conception School,1,0,501-835-0771,501-834-8652,amatthews@icsnlr.org,Immaculate Conception Catholic School,4318
4681,Immaculate Conception-St. Joseph School,1,0,312-944-0304,,kdare@icsnorthpark.com,Maria Hill,4735
4682,Immaculate Heart of Mary,1,0,(650) 593-4265,(650) 593-4342,lhmbelmont@impresso.com,,1271
4683,Immaculate Heart of Mary,1,0,(513) 388-5999,(513) 388-3026,judyg@ihomschool.org,,3342
4684,Immaculate Heart of Mary School,1,0,(650) 593-4265,(650) 593-4342,mzimmerman@ihmschoolbelmont.com,,4287
4685,Immaculate Heart of Mary St. Casimir,1,0,(517) 482-7968,(517) 482-6681,,,3885
4686,Immanuel Christian,2,0,(760) 446-6114,(760) 446-7035,,,3866
4687,Incarnate Word Academy,1,0,(440) 842-6818,,mgaspar@incarnatewordacademy.org,Incarnate Word Academy,1259
4688,Incarnate Word Academy,1,0,3147255850,3147252308,kkut@iwacademy.org,Amy Shupe,4853
4689,Incarnate Word Academy,1,0,(956) 546-4486,(956) 504-3960,,,3737
4690,Incarnate Word Academy,1,0,(361) 883-0857,(361) 881-8742,,,4030
4691,Incarnate Word Academy Middle School,1,0,(361) 883-0857,(361) 882-9193,,,4087
4692,Incarnation Catholic School,1,0,937-433-1051,,Joan.Schindler@incarnation.catholic.org,Teri Conroy,4795
4693,Incarnation Catholic School,1,0,(813) 884-4502,(813) 885-3734,,,3063
4694,Incarnation Catholic School,1,0,(901)853-7804,,dean.ray@incarnation.cdom.org,Incarnation Catholic School,4782
4695,Incarnation Catholic School,1,0,(901) 853-7804,(901) 854-0536,,,3725
4696,Indian Avenue School,2,0,(856) 455-8030,(856) 455-7706,,Bridgeton Bd of Ed.,3386
4697,Indian Springs Elementary School,2,0,(614) 365-6032,(614) 365-6031,,,4027
4698,Indian Springs Middle School,2,0,,,,,4132
4699,Indian Springs Middle School,2,0,(260) 244-5148,(260) 244-4710,,Whitley CCS,3847
4700,Infant Jesus of Prague,1,0,7087995200,,ckelly@ijpschool.org,Natalie Formica,4864
4701,Infant Jesus of Prague,1,0,(708) 799-5200,(708) 799-5293,,,4041
4702,Infant of Prague Catholic School,1,0,9104551300,,hspring1955@gmail.com,Homer Spring,4973
4704,International Community School,2,0,(407) 645-2343,(407) 645-2366,,,3637
4705,Iona Preparatory School,1,0,(914) 632-0714 x329,(914) 632-9760,jhenry@ionaprep.org,Jim Henry,4426
4706,Iona Preparatory School,1,0,(914) 632-0714 x 329,,jhenry@ionaprep.org,Jim Henry,4659
4707,IS 240,2,0,(718) 253-3700,(718) 253-0356,,,3955
4708,Ithaca High School,2,0,(608) 585-2311,(608) 585-2505,rushmik@ithaca.k12.wi.us,SD of Ithica,92
4709,J.B. Martin Middle School,2,0,(985) 758-7579,(985) 758-7570,,,4225
4710,J.E. Cosgriff School,1,0,801-486-3274,801-484-8270,gbrown@cosgriff.org,,4947
4711,Jeanerette Elementary,2,0,(337) 276-6355,(337) 276-7266,,Iberia Parish School Bd.,3825
4712,Jefferson C-123,2,0,(660) 944-2316,(660) 944-2315,,Jefferson C-123 Schools,3461
4713,Jefferson Elementary,2,0,(641) 628-8267,(641) 628-8241,,Pella CSD,3358
4714,Jefferson Elementary School,2,0,(620) 793-1502,(620) 793-1588,,USD 428-Great Bend,1828
4715,Jefferson High School,2,0,(406) 225-3317,(406) 225-3289,,Jefferson HSD#1,3264
4716,Jefferson Middle School,2,0,(586) 445-4130,(586) 445-4041,,Lakeview PS,3555
4717,Jefferson Middle School,2,0,(920) 675-1305,(920) 675-1320,,Jefferson SD,4256
4718,Jefferson Road Elementary,2,0,(585) 218-1300,(585) 385-6426,michelle_moranz@pittsford.monroe.edu,Pittsford Central SD,1780
4719,Jenifer Junior High School,2,0,(208) 743-8589,(208) 743-7961,,ISD #1,1939
4720,Jensen Ranch,2,0,510-537-6365,,mrusk@cv.k12.ca.us,Jensen Ranch School,4595
4721,Jensen Ranch,2,0,510-537-6365,510-728-9853,mrusk@cv.k12.ca.us,,4453
4722,Jensen Ranch School,2,0,(510) 537-6365,(510) 728-9853,,Castro Valley USD,2188
4723,Joaquin Miller Middle School,2,0,(408) 252-3755,(408) 255-5269,,Cupertino USD,2220
4724,John Bonner Elementary,2,0,702-799-6050,702-799-6056,dsjimenez@interact.ccsd.net,John Bonner Elementary,4981
4725,John Carroll High School,1,0,(561) 464-5200,(561) 464-5233,jchs@gate.net,,570
4726,John E. Ewing Middle School,2,0,(864) 489-3176,(864) 489-8534,,Cherokee Co. SD No. 1,1447
4727,John E. Pound Elementary School,2,0,(716) 478-4750,(716) 478-4755,,Lockport CSD,3508
4728,John Eaton Elementary School,2,0,(202) 282-0103,(202) 282-0074,,,2329
4729,John F. Kennedy Memorial High Schoo,1,0,(206) 246-0550,(206) 242-0831,,,3835
4730,John Ireland Catholic School,1,0,5079312810,5079312977,deb.reuter@churchofstpeter.org,John Ireland School,4755
4731,John Mills School,2,0,(708) 452-3560,(708) 452-0349,,Elmwood Park Comm. SD#401,2893
4732,John Muir Middle School,2,0,(408) 535-6281,(408) 535-2319,,,3532
4733,John Paul II Catholic High School,1,0,252-215-1224,980-225-0212,vdebellis@jp2highschool.com,Valerie DeBellis,4943
4734,John S. Burke Catholic High School,1,0,(845) 294-5481,(845) 294-0817,,,4096
4735,John Thomas Elementary,2,0,(417) 875-5600,(417) 725-7424,,Nixa R-2 Schools,3794
4736,John W. Bonner,2,0,702-799-6050,702-799-6056,dsjimenez@interact.ccsd.net,,4673
4737,Johnson Elementary,2,0,(972) 564-3397,,,Forney ISD,4035
4738,Johnson Grade School,2,0,(620) 492-6216,(620) 492-1326,,,3377
4739,Jonathan Alder High School,2,0,(614) 873-4642,(614) 873-4252,,,3556
4740,Jonestown Elementary School,2,0,(717) 865-3193,(717) 865-0805,,,3675
4741,Jordan Catholic School,2015,2901,Jackie Braet,309-793-7350,61201,Lgannon@jordanschool.com,
4742,Juan Diego Academy,1,0,956-583-2752,956-583-3782,aalaniz@cdobcs.org,,4794
4743,Juan Diego Catholic High School,1,0,(801) 984-7309,(801) 984-7601,,,3422
4744,Judge Memorial Catholic High School,1,0,(801) 363-8895,(801) 236-2923,eberg@judgememorial.com,,556
4745,Junipero Serra High School,1,0,(310) 324-6675,(310) 352-4953,mmccann@la-serrahs.org,,4222
4746,Kamiakin High School,2,0,(509) 222-7000,(509) 222-7001,jeff.young@ksd.org,Kennewick SD No. 17,3964
4747,Katella High School,2,0,(714) 999-3621,(714) 535-3991,,,3455
4748,kd school,2,0,8645617447,,klpidcock@gmail.com,,5010
4749,Kearney Catholic High School,1,0,308-234-2610,,kathy.niedbalski@esu10.org,,4558
4750,Kearney Catholic Jr/Sr High,1,0,308-234-2610,,kathy.niedbalski@esu10.org,,4601
4751,Kedron Elementary,2,0,(770) 486-2700,(770) 486-2707,murphy.julie@fcboe.org,,1033
4752,Keene Middle School,2,0,(603) 357-9023,(603) 357-9045,bstacey@sau29.org,Keene SD,2863
4753,Kelly Middle School,2,0,(860) 823-4211,(860) 892-4302,,,4019
4754,Kendallvue Elementary School,2,0,(303) 982-7990,(383) 982-7991,cchurch@jeffco.k12.co.us,Kathryn Hetzel,1656
4755,Kennedy,2,0,320-363-7791,,kelli.ritter@isd742.org,Shelly Bestgen,4992
4756,Kennedy Community School,2,0,320-363-7791,,kelli.ritter@isd742.org,Stephanie Peterson,
4757,Kennedy School,2,0,(320) 363-7791,,mradunz@isd742.org,St. Cloud SD,4575
4758,Kerman High School,2,0,(559) 842-2500,(559) 842-4229,,Kerman USD,3661
4759,Ketchum Elementary,2,0,(918) 782-9543,(918) 782-5099,,Ketchum PS,3476
4760,Keystone Oaks High School,2,0,(412) 571-6000,(412) 571-6043,Tobias@kosd.org,,3814
4761,Keystone School,2,0,(210) 735-4022,(210) 732-4905,dpreston@keystoneschool.org,Debbie Preston,3241
4762,Killian Elementary,2,0,(626) 964-6409,,,,3417
4763,Kingspoint Christian School,2,0,(509) 547-6498,(509) 547-6788,,,4104
4764,L.B. Williams School,2,0,(605) 995-3090,(605) 996-5286,,Mitchell SD #17-2,3394
4765,La Cueva High School,2,0,(505) 823-2327,(505) 857-0177,,,3915
4766,La Salle High School,1,0,(513) 741-3000,(513) 741-2666,delta_epsilon@yahoo.com,,506
4767,Ladyfield Catholic School,1,0,(419) 475-5451,(419) 479-3083,,,3385
4768,LaFayette Elementary,2,0,(615) 666-8868,(615) 666-9489,,,3613
4769,Lake Catholic High School,1,0,(440) 951-0077,(440) 974-9087,lchs.cle-dioc.org,,558
4770,Lake Garda School,2,0,(860) 673-2511,,,Regional SD #10,3348
4771,Lake Junior High,2,0,(651) 768-6401,(651) 768-6428,,S. Washington Co. Schools,4040
4772,Lake Murray Elementary,2,0,(803) 732-8151,(803) 732-8157,ystrange@lex5.k12.sc.us,,3240
4773,Lake Olympia Middle School,2,0,(281) 634-3520,(281) 634-3549,,,3783
4774,Lake Pointe Elementary,2,0,(512) 533-6500,,,,3360
4775,Lakes Community HS,2,0,847-838-7100 x 9335,,scott.leverentz@chsd117.org,Lakes Community HS,4348
4776,Lakeside Elementary,2,0,(606) 738-8202,(606) 738-8249,,,4269
4777,Lakeside Elementary School,2,0,(616) 235-7553,(616) 235-3915,,East Grand Rapids Bd. Of Ed.,2801
4778,Lakeview Elementary,2,0,(425) 822-4517,,,Lake Washington SD,4115
4779,Lakewood High School,2,0,(303) 982-7096,(303) 982-7098,dcraft@jeffco.k12.co,Jefferson County Schools,305
4780,Lakota East Freshman School,2,0,513-588-7700,513-759-2024,michael.floyd@lakotaonline.com,Lakota Bd. of Ed.,4373
4781,Lakota Freshman School,2,0,(513) 682-4235,(513) 874-8236,,Lakota LSD,2041
4782,Lakota West,2,0,513 874 5699,,tina.green@lakotaonline.com,Lakota Schools,4985
4783,Lakota West,2,0,513 874 5699,,tina.green@lakotaonline.com,,4817
4784,Lakota West High School,2,0,513-874-5699,513-682-4133,shari.derossett@lakotaonline.com,Lakota Local School District,4653
4785,Lakota West High School,2,0,(513)874-5699,,tina.green@lakotaonline.com,,4608
4786,Lakota West High School,2,0,513-874-5699,513-682-4133,tina.green@lakotaonline.com,Lakota Local School District,4654
4787,Lakota West High School,2,0,(513) 874-5699,(513) 682-4133,tina.green@lakotaonline.com,,2008
4788,Lamprey River Elementary School,2,0,(603) 895-3117,(603) 895-9627,,School Admin. Unit #33,3361
4789,Landmark Christian School,2,0,(770) 306-0348,(770) 969-6551,,,3098
4790,Lanes Mill Elementary School,2,0,(732) 785-3060,,,Brick Twshp. Bd. Of Ed.,3770
4791,Lanes Mill School,2,0,(732) 785-3060,(732) 458-3830,,Brick Twnshp Bd. Of Ed.,4137
4792,Lanesville Elementary School,2,0,(812) 952-3000,(812) 952-3762,,Lanesville CSC,3365
4793,Lannoye Elementary School,2,0,(920) 865-6400,(920) 865-6402,,Pulaski CSD,3993
4794,Lanoka Harbor Elementary School,2,0,(609) 971-2090,(609) 971-0968,dprice@laceyschools.org,Lacey Township Bd. Of Ed.,2777
4795,LaSalle High School,1,0,(305) 854-2334,(305) 858-5971,,,3211
4796,LaSalle Middle School,1,0,(319) 396-7792,(319) 390-6527,,,3189
4797,LaSalle Middle School,1,0,319-396-7792,,tcorell@cr-cath.pvt.k12.ia.us,Tracy Corell,4774
4798,Laurel Elementary School,2,0,(406) 628-6914,,,Laurel PS,3717
4799,Leawood Elementary,2,0,(913) 345-7425,(913) 345-7441,schoemank@hotmail.com,Blue Valley SD,1429
4800,Lebanon High School,2,0,(417) 532-9144,(417) 532-3386,ddemuth@mail.llion.org,Lebanon R-3 Schools,323
4801,Lebanon Junior High,2,0,(417) 532-9121,(417) 533-3805,dmaskey@llion.org,Lebanon R-3 Schools,1184
4802,Lebanon Middle School,2,0,(765) 482-3400,,,,3843
4803,LeConte Elementary School,2,0,(510) 644-6290,,,,3445
4804,Lehigh Acres Middle School,2,0,(239) 369-6108,(239) 369-8808,,,3688
4805,Lemont High School,2,0,(630) 257-5838,(630) 257-7603,kathy@lemont.mail.k12.il.us,Lemont HS Dist. 210 Business Office,591
4806,Lester Prairie,2,0,(320) 395-2909,(320) 395-4204,,,3010
4807,Lewis E. Rowe Elementary School,2,0,(702) 799-5540,,,,3966
4808,Lewiston High School,2,0,(208) 748-3100,(208) 748-3149,byeoman@mail.lewiston.k12.id.us,ISD#1,1435
4809,Liberty Elementary School,2,0,(580) 767-8040,(580) 767-8041,,Ponca City PS,4054
4810,Liberty Middle School,2,0,618-655-6800,,hohlau@ecusd7.org,,4979
4811,Liberty Middle School,2,0,6186556800,6186556801,costrander@ecusd7.org,Edwardsville CSD 7,4619
4812,Liberty Park Middle School,2,0,205-970-6519,205-972-3071,morrispn@vestavia.k12.al.us,Liberty Park Middle School,4331
4813,Licking Elementary School,2,0,(573) 674-3211,(573) 674-4064,tlewis@licking.k12.mo.us,Licking R-VIII SD,1243
4814,Lilesville Elementary School,2,0,(704) 848-4975,,,,3367
4815,Lima Central Catholic H.S.,1,0,419-222-4276,419-222-6933,tthompson@apps.lcchs.edu,attn: Julie Thaxton,4716
4816,Lincoln Elementary,2,0,(406) 268-6800,(406) 268-6819,,Great Falls PS,3462
4817,Lincoln Elementary,2,0,(320) 762-2146,(320) 762-2146,,,3589
4818,Lincoln Middle School,2,0,(618) 656-0485,(618) 659-1268,gholland@ecusd7.org,Lincoln Middle School,3404
4819,Lincoln Southwest High School,2,0,(402) 436-1306,(402) 436-1085,,Lincoln PS,3104
4820,Linfield Christian High School,2,0,(951) 676-8111,(951) 693-2283,,,4082
4821,Litchfield Middle School,2,0,(320) 693-2441,(320) 693-3485,kmcgraw@isd465.org,,2680
4822,Little Flower,1,0,(513) 542-6787,(513) 542-3658,,,3897
4823,Livermore High School,2,0,(925) 606-4812,(925) 606-4851,,,3673
4824,Living Faith Christian Academy,2,0,(856) 665-5507,(856) 665-5601,thea.mijares@gmail.com,,4248
4825,Livingston Elementary School,2,0,(770) 784-2930,(770) 784-2996,,,4148
4826,Lock Haven Catholic School,1,0,(570) 748-7252,(570) 748-1939,,,3685
4827,Locust Valley High School,2,0,(516) 674-6364,(516) 671-1096,,Locust Valley Central SD,3762
4828,Logan Elementary,2,0,(814) 946-8370,(814) 946-8584,,,4097
4829,Logan Fontenelle Middle School,2,0,(402) 293-4360,(402) 293-4450,,,2444
4830,Loma Prieta Elementary,2,0,(408) 353-1106,(408) 353-8051,,Loma Prieta JUSD,2344
4831,Loogootee Intermediate School,2,0,(812) 295-2924,(812) 295-5595,bbateman@loogootee.k12.in.us,Loogootee Comm. Sch. Corp.,2461
4832,Louis Pizitz Middle,2,0,205-402-5350,205-4025354,castleberrysb@vestavia.k12.al.us,,4356
4833,Louisville High School,1,0,(818) 346-8812,(818) 346-9483,,,3815
4834,Lowell Catholic High School,1,0,(978) 452-1794,(978) 452-5646,,,3750
4835,Lower Alloways Creek School,2,0,856-935-2707,856-935-9673,klpidcock@gmail.com,,4889
4836,Loy Elementary,2,0,(406) 268-6885,(406) 268-6887,,Great Falls PS,3274
4837,Loyola,1,0,847-920-2614,,aflynn@loy.org,Brad Sultan,4727
4838,Loyola College Prep,1,0,(318) 226-6283,(318) 226-6325,,,3879
4839,Lutheran High School,2,0,(317) 787-5474,(317) 787-2794,,,1961
4840,Lyle Creek Elementary,2,0,(828) 464-0299,(828) 464-3397,reeserp@charter.net,Catawba Co. Schools,2868
4841,Lyle Public School,2,0,507-325-2201,507-325-4611,jguthmil@lyle.k12.mn.us,Lyle ISD #497,4813
4842,Ma'Ayanot High School for Girls,2,0,(201) 833-4307,(201) 833-0816,,,2815
4843,Madison Elementary,2,0,(320) 252-4665,(320) 529-4338,,,3833
4844,Madison Elementary School,2,0,319-558-2473,,ccornell@cr.k12.ia.us,Clinton R Cornell,4471
4845,Magdalen Catholic School,1,0,(316) 634-1572,,,,3481
4846,Magill Elementary,2,0,770 554 1030,770 554 1048,delena_allen@gwinnett.k12.ga.us.com,Mary Olney - Magill Elementary,4609
4847,Magnolia Elementary,2,0,(281) 356-6434,(281) 252-2153,,Magnolia ISD,4003
4848,Mahomet-Seymour High School,1,0,(217) 586-4962,(217) 586-2539,epotter@ms.k12.il.us,Mahomet-Seymour USD #3,668
4849,Maiden Middle School,2,0,(828) 428-2326,(828) 428-5389,blaire_miller@catawbaschools.net,,3982
4850,Maimonides Academy,2,0,(310) 659-2456,(310) 659-2338,,,3493
4851,Mammoth Elementary,2,0,(520) 487-2242,(520) 487-9206,,,3487
4852,Mandarin High School,2,0,(904) 260-3911,(904) 260-5439,,,3485
4853,Manning Oaks Elementary,2,0,(770) 667-2912,(770) 677-2916,,,3287
4854,Mansfield Township Elementary,2,0,(908) 689-3212,(908) 689-6576,rpezzato@mansfielelmentary.org,Mansfield Twnshp. Bd. Of Ed.,1654
4855,Manville High School,2,0,(908) 231-8505,(908) 231-8521,,Manville Bd.of Ed.,3729
4856,Maple School,2,0,(847) 400-8900,(847) 272-0979,,Northbrook Glenview Dist. 30,1173
4857,Maplewood School,2,0,,,,Maple Valley Schools,3400
4858,Marian Catholic High School,1,0,(708) 755-7565,(708) 756-9758,mchsinfo@marianchs.com,,555
4859,Marian Catholic High School,1,0,(619) 423-2121,,,,3808
4860,Marine View Middle School,2,0,(714) 846-0624,(714) 846-2074,,,3743
4861,Marion High School,2,0,(765) 664-9051,(765) 662-0383,dporter@marion.k12.in.us,Marion Comm. Schools,2633
4862,Marist,1,0,(773)881-5300,(773)881-0595,jjnicholson63@hotmail.com,Marist,4617
4863,Marist Academy,1,0,(248) 373-5371,(248) 373-4707,bjezdimir@ndpma.org,,3545
4864,Marist School,1,0,(770) 457-7201,(770) 457-8402,steadmane@marist.com,Marist School,3901
4865,Mark Keppel High School,2,0,(626) 572-2318,(626) 572-2258,rapp_jenny@ausd.us,Mark Keppel High School,2933
4866,Mark Twain Elementary,2,0,209 736-6533,,lbeckman@mtuesd.net,,4967
4867,Mark Twain Elementary School,2,0,209-736-6533,209-736-6537,lbeckman@mtwain.k12.ca.us,Mark Twain Elementary SD,4966
4868,Marlowe Middle School,2,0,(847) 659-4700,(847) 659-4720,,,3974
4869,Mars Hill Bible School,2,0,(205) 767-1204,(256) 767-6304,MARSHILLB@aol.com,,130
4870,Marshall Middle School,2,0,(937) 466-2315,(937) 466-2177,,,3310
4871,Marshall W. Errickson School,2,0,(732) 431-8022,(732) 431-4541,,Freehold Twnshp. Bd. Of Ed.,3551
4872,marthaschool,2,0,5038042796,,marthaxun@yayoo.com,marthaxun,4801
4873,Mary Carrico Memorial School,1,0,(270) 281-5526,,,,4157
4874,Mary Help of Christians Catholic School,1,0,9543238006,9543238010,jennifer.murray@mhocschool.org,Stephen Brown,4640
4876,Mary of Nazareth,1,0,301-219-3678,,vposner@maryofnazareth.org,Michael Friel,4988
